"customer_id","last_purchase","frequency","monetary"
"13211","9/5/11 17:36","3","1197.42"
"13212","11/20/11 12:40","3","788.08"
"13213","8/3/11 13:06","5","1520.58"
"13216","3/17/11 12:18","1","333.74"
"13217","8/9/11 15:32","3","533.98"
"13218","8/4/11 16:59","1","62.64"
"13220","9/22/11 13:38","4","819.29"
"13221","4/13/11 16:58","2","847.41"
"13223","5/23/11 13:03","2","163.2"
"13224","7/11/11 14:10","2","2155.95"
"13225","7/19/11 16:36","7","6463.84"
"13226","3/11/11 14:35","1","108.21"
"13227","5/22/11 11:47","1","257.7"
"13228","9/19/11 14:28","1","358"
"13229","4/28/11 12:07","1","160.95"
"13230","7/24/11 16:18","14","2806.97"
"13232","9/2/11 13:18","7","1357.6"
"13233","9/26/11 13:25","2","605.12"
"13235","5/11/11 17:13","1","1031.07"
"13236","8/25/11 8:58","2","744.85"
"13238","6/29/11 12:12","4","700.73"
"13239","3/23/11 10:25","1","329.56"
"13240","9/4/11 14:08","4","663.65"
"13242","8/19/11 12:53","3","270.4"
"13243","5/20/11 13:14","1","600.07"
"13244","9/8/11 11:46","1","121.74"
"13245","10/20/11 11:40","1","430.5"
"13246","6/16/11 12:51","6","1987.3"
"13247","9/18/11 11:31","4","501.12"
"13248","8/7/11 12:40","2","465.68"
"13249","9/8/11 13:26","3","711.41"
"13253","7/6/11 10:09","2","1030.4"
"13255","12/1/10 11:58","2","399.51"
"13256","11/25/11 15:57","1","0"
"13258","5/18/11 13:11","3","698.58"
"13259","10/9/11 10:48","1","292.32"
"13260","10/9/11 13:21","1","557.62"
"13261","3/16/11 12:22","2","944.1"
"13262","3/21/11 15:06","1","200.29"
"13263","9/30/11 10:45","35","7454.07"
"13265","9/12/11 9:36","5","2107.66"
"13266","9/25/11 11:28","12","3834.26"
"13267","9/8/11 15:36","19","4521.49"
"13268","9/16/11 11:27","11","3214.69"
"13269","9/12/11 12:45","15","5346.23"
"13270","12/8/10 14:53","1","590"
"13271","11/2/11 14:31","1","217.38"
"13272","9/11/11 12:06","2","276.56"
"13273","8/18/11 14:02","1","138.98"
"13276","9/1/11 10:03","2","590.93"
"13277","8/15/11 14:50","4","258.4"
"13278","10/30/11 11:49","1","542.73"
"13279","9/22/11 17:24","1","137.75"
"13280","8/9/11 13:14","3","814.86"
"13282","6/30/11 13:17","3","1132.14"
"13283","6/7/11 12:39","2","93.66"
"13284","1/13/11 9:23","1","201.19"
"13285","7/1/11 14:53","4","2709.12"
"13291","7/7/11 10:36","1","361.11"
"13292","2/28/11 15:00","2","578.94"
"13294","6/3/11 8:54","2","873.74"
"13295","12/15/10 11:21","1","201.2"
"13296","7/25/11 13:46","1","87.4"
"13297","12/2/11 9:32","4","2089.85"
"13298","12/8/11 13:11","1","360"
"13299","3/16/11 12:55","1","142.5"
"13300","6/23/11 13:09","1","371.89"
"13301","8/28/11 11:25","4","618.09"
"13302","7/7/11 17:56","1","63.75"
"13304","12/23/10 14:35","1","300.42"
"13305","9/8/11 10:02","10","2000.86"
"13307","8/11/11 17:14","1","15"
"13308","5/20/11 13:13","3","1385.51"
"13309","9/12/11 14:15","5","1456.79"
"13310","5/17/11 13:26","3","1132.03"
"13311","7/12/11 14:26","2","598.57"
"13313","7/21/11 18:19","5","1555.32"
"13314","9/27/11 10:20","3","775.94"
"13316","9/21/11 12:14","4","5977.73"
"13317","5/25/11 10:35","6","2273.68"
"13318","12/8/11 18:51","3","640.76"
"13319","9/9/11 10:24","26","10845.55"
"13320","9/22/11 18:07","4","1548.7"
"13321","9/28/11 15:24","2","567.36"
"13322","11/22/11 14:21","1","199.48"
"13323","9/16/11 13:23","5","787.85"
"13324","9/11/11 12:34","10","7121.95"
"13325","9/19/11 10:36","1","675.3"
"13327","8/19/11 11:55","8","3627.77"
"13328","1/27/11 15:22","1","1308.48"
"13329","12/8/10 10:11","2","789"
"13330","9/8/11 12:27","3","1140.93"
"13332","11/25/11 13:30","1","350.9"
"13334","9/18/11 15:21","3","3536.82"
"13336","9/23/11 14:05","1","795.12"
"13338","7/5/11 9:06","1","487.02"
"13339","5/23/11 8:31","1","860.12"
"13340","8/26/11 9:55","7","10736.48"
"13341","3/24/11 9:50","1","775.85"
"13343","6/15/11 12:24","1","353.43"
"13344","3/7/11 10:28","3","2543.72"
"13345","2/25/11 9:01","1","389.5"
"13347","9/30/11 13:28","1","341.36"
"13348","10/6/11 17:28","1","233.76"
"13349","11/29/11 8:07","1","247.32"
"13350","9/21/11 13:33","2","979.12"
"13351","10/4/11 12:55","1","373.94"
"13352","10/10/11 13:55","1","397.98"
"13354","9/29/11 13:17","1","743.53"
"13355","8/9/11 14:48","1","674.7"
"13356","9/20/11 14:33","1","768.24"
"13357","3/27/11 13:56","1","609.95"
"13358","3/16/11 11:52","1","439.03"
"13359","10/7/11 9:30","1","439.56"
"13362","4/8/11 8:21","4","3090.74"
"13363","11/22/11 12:40","2","992.5"
"13364","9/29/11 18:13","1","134.96"
"13365","5/6/11 12:00","2","2225.37"
"13366","10/20/11 13:37","1","56.16"
"13368","3/28/11 9:59","2","623.4"
"13369","12/9/10 11:30","1","308.28"
"13370","12/3/10 10:26","1","754.87"
"13372","9/11/11 12:46","1","378.64"
"13373","7/4/11 12:19","3","3312.25"
"13375","9/12/11 10:19","1","778.65"
"13376","9/1/11 16:16","3","1019.76"
"13379","7/26/11 12:26","3","572.56"
"13381","9/11/11 15:35","6","3639.31"
"13382","3/4/11 10:03","1","222.99"
"13384","9/27/11 11:35","7","4151.93"
"13385","1/14/11 9:52","1","534.57"
"13388","7/31/11 12:52","2","677.1"
"13389","9/26/11 9:52","3","797.96"
"13390","9/26/11 8:38","1","544.08"
"13391","5/20/11 10:50","1","59.8"
"13394","9/22/11 16:20","8","2520.02"
"13395","6/7/11 15:04","1","307.72"
"13396","11/10/11 16:59","2","1360.99"
"13397","9/28/11 10:56","5","1544.13"
"13398","5/31/11 13:17","1","457.34"
"13402","8/4/11 15:51","2","621.23"
"13403","11/22/11 8:28","1","75"
"13404","5/11/11 11:57","2","252.49"
"13405","9/26/11 17:01","3","572.45"
"13408","9/25/11 14:41","62","28117.04"
"13410","9/26/11 11:39","5","1003.06"
"13411","8/24/11 13:57","1","213.55"
"13414","7/5/11 12:52","3","1390.5"
"13416","9/19/11 14:43","2","712.5"
"13417","5/18/11 16:26","2","640.83"
"13418","9/2/11 9:43","18","6127.43"
"13419","10/7/11 12:49","1","221.06"
"13420","7/13/11 8:48","2","159.85"
"13421","2/22/11 15:46","2","1851.08"
"13422","10/6/11 13:42","1","2626.3"
"13425","8/23/11 17:13","3","1624.21"
"13426","9/11/11 11:59","10","3641.32"
"13427","8/11/11 12:53","3","582.6"
"13428","11/29/11 14:20","1","218.47"
"13429","9/25/11 15:59","4","1006.8"
"13430","9/14/11 14:26","2","679.45"
"13431","9/12/11 11:25","2","1269.1"
"13434","9/4/11 10:35","2","534.24"
"13435","9/25/11 15:15","7","3809.89"
"13436","12/8/11 10:33","1","196.89"
"13437","9/1/11 18:20","7","3408.06"
"13439","3/29/11 14:20","1","283.71"
"13441","9/9/11 9:38","1","296.64"
"13447","11/6/11 11:56","3","1129.14"
"13448","9/20/11 12:53","6","3539.37"
"13449","11/16/11 8:28","1","291.88"
"13450","9/11/11 14:00","6","2043.72"
"13451","8/5/11 16:43","5","2976.15"
"13452","3/25/11 14:19","2","590"
"13453","6/27/11 9:34","2","356.98"
"13455","12/8/10 13:11","2","1058.34"
"13456","7/7/11 13:52","6","1766.72"
"13458","9/1/11 12:46","14","9646.57"
"13460","11/10/11 17:17","2","183.44"
"13461","7/24/11 11:32","3","1445"
"13462","4/1/11 11:20","1","151.5"
"13464","10/12/11 15:01","1","674.68"
"13466","6/8/11 16:39","1","307.9"
"13467","11/3/11 16:56","2","1083.71"
"13468","9/8/11 10:52","37","5704.97"
"13470","9/1/11 14:57","2","165"
"13471","12/8/11 15:44","4","2531.58"
"13473","10/10/11 11:20","2","422.64"
"13474","4/17/11 13:53","1","229.59"
"13475","6/1/11 13:52","4","1431.78"
"13476","6/14/11 12:00","2","1238.47"
"13477","7/24/11 13:17","6","1454.58"
"13479","5/23/11 10:45","2","300.95"
"13481","8/23/11 13:28","5","1804.56"
"13482","4/21/11 17:03","1","184.64"
"13483","10/5/11 11:53","1","140.34"
"13484","4/12/11 16:30","1","313.8"
"13485","4/20/11 13:58","1","454.24"
"13486","9/22/11 13:13","3","1122.41"
"13487","5/10/11 16:19","3","575.4"
"13488","9/28/11 13:04","13","8968.31"
"13489","8/26/11 13:16","4","449.52"
"13491","7/15/11 9:00","10","1215.82"
"13492","7/26/11 14:25","3","1269.84"
"13493","3/9/11 15:35","2","618.63"
"13494","2/1/11 11:58","1","316.26"
"13495","4/21/11 15:15","5","2044.87"
"13496","12/15/10 10:17","2","653.33"
"13497","3/2/11 9:04","2","348.05"
"13499","9/27/11 9:33","5","1159.11"
"13500","8/9/11 12:20","3","1166.77"
"13501","2/24/11 18:59","1","1340.32"
"13502","3/10/11 8:40","3","292"
"13503","9/29/11 13:23","1","216.85"
"13504","10/6/11 13:20","1","295.93"
"13505","9/28/11 11:56","4","4393.63"
"13506","12/5/10 12:15","2","458.52"
"13507","9/2/11 15:45","4","2479.16"
"13508","4/10/11 11:58","1","110.97"
"13509","9/1/11 8:25","7","979.72"
"13510","9/5/11 14:11","4","1791.56"
"13512","3/24/11 10:03","1","251.21"
"13513","8/5/11 11:50","1","205.1"
"13514","9/27/11 9:39","1","152.2"
"13515","9/28/11 11:26","4","891.12"
"13516","9/28/11 12:28","3","1389.41"
"13517","8/25/11 11:40","3","2128.42"
"13518","9/15/11 10:29","1","659.44"
"13519","9/22/11 18:24","1","122.75"
"13520","7/25/11 12:22","6","3624.35"
"13521","12/8/11 13:50","3","1093.65"
"13522","11/9/11 15:11","1","125.8"
"13523","5/24/11 8:51","5","3964.88"
"13524","9/19/11 12:29","5","680.18"
"13525","4/5/11 15:36","2","628.78"
"13527","9/11/11 12:15","7","2287.51"
"13529","9/22/11 9:15","2","307.76"
"13531","5/18/11 16:56","2","483.8"
"13532","11/6/11 12:25","1","210.31"
"13533","6/10/11 11:54","3","270.79"
"13534","8/24/11 10:36","25","5870.08"
"13536","9/25/11 13:30","7","3448.29"
"13538","9/6/11 13:11","7","1280.85"
"13539","9/15/11 10:18","3","631.34"
"13544","4/13/11 12:09","2","291.41"
"13546","5/23/11 12:14","3","626.99"
"13548","9/4/11 14:50","2","682.41"
"13549","7/20/11 13:21","7","918.2"
"13551","1/24/11 14:46","1","91.8"
"13552","9/14/11 11:54","12","3740.07"
"13555","9/27/11 12:36","4","4149.28"
"13557","3/4/11 12:14","2","584.06"
"13558","12/4/11 11:24","4","605.06"
"13560","12/2/11 13:11","1","174.37"
"13561","5/8/11 12:39","1","141.86"
"13562","9/19/11 10:51","3","1799.33"
"13563","9/16/11 14:45","2","777.53"
"13564","7/18/11 14:33","3","1749.02"
"13565","11/20/11 14:33","2","240.22"
"13566","9/18/11 12:40","2","874.71"
"13568","6/19/11 14:42","1","192.85"
"13569","12/7/10 12:29","2","373.75"
"13570","4/10/11 13:36","1","239.49"
"13571","9/8/11 11:27","12","2092.32"
"13572","5/18/11 11:59","1","1384.25"
"13573","3/31/11 14:47","2","294.4"
"13575","9/30/11 9:20","5","732.07"
"13576","9/4/11 12:07","18","6717.34"
"13577","9/8/11 11:44","4","1687.6"
"13579","12/5/10 16:10","2","467.04"
"13581","2/3/11 14:41","1","118"
"13583","7/7/11 10:40","1","781.03"
"13584","2/6/11 12:49","1","142.4"
"13587","10/7/11 12:31","1","712.4"
"13588","9/14/11 9:21","9","2478.95"
"13589","6/13/11 12:44","2","379.65"
"13590","7/12/11 10:46","6","1981.92"
"13591","5/19/11 13:58","3","1117.13"
"13592","5/18/11 9:13","4","247.96"
"13593","8/23/11 13:35","5","2037.08"
"13594","10/18/11 10:19","1","396.97"
"13596","12/4/11 12:01","2","697.04"
"13598","10/23/11 14:28","1","180.17"
"13599","9/16/11 9:24","21","5153.67"
"13600","1/31/11 15:27","1","219.52"
"13601","5/12/11 16:52","2","693.32"
"13602","10/6/11 11:47","1","428.89"
"13603","11/13/11 15:57","1","164.34"
"13606","4/10/11 12:52","3","280.54"
"13607","10/30/11 16:17","1","678.01"
"13610","8/21/11 14:42","7","1131.88"
"13611","9/11/11 14:51","3","1171.8"
"13614","9/11/11 14:05","4","1610.46"
"13615","1/25/11 8:21","1","417.69"
"13617","8/18/11 13:17","3","544.18"
"13618","6/19/11 11:09","1","177.34"
"13621","8/15/11 8:26","1","213.85"
"13623","5/13/11 16:12","5","747.78"
"13626","4/1/11 10:05","1","257.23"
"13627","9/21/11 12:55","5","1638.47"
"13629","9/1/11 18:54","11","7792.36"
"13630","9/25/11 10:30","7","2031.78"
"13631","9/1/11 9:57","11","3070.42"
"13632","6/19/11 12:23","5","2121.27"
"13634","9/14/11 12:42","5","1575.16"
"13635","10/3/11 10:55","1","1071.03"
"13636","8/9/11 14:56","5","949.12"
"13637","6/5/11 13:24","3","810.5"
"13638","11/24/11 10:38","1","122.64"
"13639","9/26/11 13:36","1","1033.34"
"13642","5/8/11 12:34","1","354.8"
"13643","9/2/11 10:42","3","519.44"
"13644","9/27/11 10:27","4","2624.26"
"13645","8/11/11 16:11","1","252.1"
"13647","9/29/11 13:21","4","1678.12"
"13649","3/28/11 11:51","2","346.6"
"13650","9/12/11 12:45","6","1836.34"
"13651","11/4/11 14:59","2","94.2"
"13652","3/28/11 9:21","3","1095.08"
"13654","7/17/11 13:29","6","2707.33"
"13655","8/17/11 14:25","2","932.97"
"13656","6/28/11 10:31","2","379.65"
"13657","5/22/11 12:35","2","382.14"
"13658","9/15/11 13:21","5","2639.17"
"13659","5/18/11 12:37","2","1573.2"
"13662","9/15/11 12:04","3","897.76"
"13663","6/13/11 15:44","1","189.47"
"13666","2/25/11 13:08","3","84.65"
"13667","7/13/11 15:42","1","305.02"
"13668","8/18/11 12:53","21","6363.59"
"13669","7/13/11 11:44","2","218.55"
"13670","9/25/11 15:25","1","349.7"
"13672","2/11/11 13:53","2","186.39"
"13673","11/7/11 15:40","2","396.92"
"13675","7/11/11 12:57","2","486.82"
"13678","7/11/11 10:14","1","232.6"
"13680","12/8/11 13:47","4","3722.42"
"13681","7/7/11 15:21","4","827.83"
"13682","6/5/11 14:06","1","59.5"
"13684","2/27/11 10:13","1","67.23"
"13685","12/7/11 11:41","7","3119.44"
"13686","6/10/11 9:10","1","72"
"13689","10/7/11 13:21","1","910"
"13690","10/11/11 15:03","1","172.25"
"13692","5/10/11 10:11","3","1488.32"
"13694","9/29/11 10:22","50","65039.62"
"13695","9/2/11 14:09","15","2504.13"
"13697","11/1/11 9:14","1","151.3"
"13699","7/7/11 16:51","1","308.58"
"13700","9/8/11 12:05","10","2265.12"
"13703","1/25/11 13:10","1","99.5"
"13704","9/27/11 10:04","9","2308.06"
"13705","7/18/11 9:15","3","711.86"
"13706","2/10/11 9:21","1","330.79"
"13707","3/17/11 18:03","2","806.41"
"13708","3/13/11 13:46","1","296.88"
"13709","8/4/11 14:30","13","6328.05"
"13710","11/8/11 8:16","1","180.48"
"13711","5/5/11 10:31","2","252.06"
"13712","4/7/11 12:33","1","228.84"
"13715","3/3/11 19:21","5","1079.34"
"13716","3/15/11 13:49","1","138.28"
"13717","8/3/11 8:21","6","1445.01"
"13718","4/7/11 13:24","2","306.55"
"13719","5/18/11 12:52","5","1041.68"
"13720","8/15/11 12:46","4","799.9"
"13721","11/3/11 14:05","1","524.14"
"13722","7/31/11 12:44","3","2375.41"
"13723","5/6/11 17:04","1","199.85"
"13725","6/23/11 16:02","8","1980.56"
"13726","8/31/11 11:06","2","1079.66"
"13727","11/6/11 12:16","2","333.48"
"13728","8/24/11 12:54","6","1016.14"
"13730","7/27/11 8:35","2","752.6"
"13731","5/4/11 14:33","2","610.59"
"13732","11/11/11 15:49","1","491.86"
"13735","6/17/11 11:07","4","2885.24"
"13736","3/24/11 13:04","2","731.9"
"13737","5/23/11 16:32","1","339.6"
"13739","11/21/11 13:35","1","216.9"
"13740","4/13/11 10:32","1","350.75"
"13741","9/29/11 9:19","3","668.43"
"13742","9/11/11 11:24","12","3131.02"
"13743","9/12/11 12:19","7","1341.6"
"13744","9/5/11 15:19","2","1156.36"
"13745","6/30/11 16:43","1","300.04"
"13747","12/1/10 10:37","1","79.6"
"13748","9/5/11 9:45","5","948.25"
"13750","7/22/11 14:39","5","1647.26"
"13751","2/24/11 15:56","1","296.25"
"13752","8/7/11 14:16","6","1186.28"
"13753","2/25/11 12:48","1","741.26"
"13754","7/11/11 11:51","2","282.6"
"13755","12/6/11 12:26","9","2161.35"
"13756","9/7/11 13:19","14","5189.52"
"13758","5/22/11 15:12","7","3190.55"
"13759","9/29/11 15:40","2","659.41"
"13760","3/28/11 12:52","2","286.79"
"13761","6/13/11 8:43","2","1070.65"
"13762","5/5/11 9:15","1","306.72"
"13763","10/7/11 15:13","1","1714.96"
"13764","9/30/11 12:03","3","1521.76"
"13767","9/20/11 9:54","37","17220.36"
"13769","9/8/11 13:55","10","2796.51"
"13771","5/24/11 12:57","4","2634.45"
"13772","9/4/11 11:22","3","1132.13"
"13774","9/19/11 12:06","1","345"
"13777","9/23/11 9:14","33","25977.16"
"13778","8/28/11 15:25","1","178.7"
"13780","6/22/11 11:43","2","360.01"
"13781","4/3/11 12:08","1","127.84"
"13782","8/7/11 12:21","6","912"
"13784","9/6/11 12:27","11","2462.79"
"13786","12/7/10 13:53","1","230.4"
"13787","9/25/11 12:06","2","309.04"
"13790","12/5/11 15:48","1","348.8"
"13791","8/4/11 11:44","2","1516"
"13792","2/25/11 14:03","2","195.55"
"13798","9/7/11 15:34","57","37153.85"
"13799","8/15/11 12:07","2","688.86"
"13800","2/3/11 12:27","1","558.32"
"13801","10/4/11 10:15","1","324.8"
"13802","7/24/11 10:54","3","4599.42"
"13803","3/29/11 12:57","1","277.07"
"13804","9/4/11 10:59","7","2635.79"
"13805","8/2/11 15:29","2","924.6"
"13806","10/7/11 11:43","1","256.38"
"13807","12/7/10 15:48","1","112.6"
"13808","9/7/11 12:10","5","1747.66"
"13809","2/7/11 13:15","1","155.05"
"13810","11/11/11 8:33","3","1499.01"
"13811","6/9/11 9:54","3","814.5"
"13812","8/26/11 12:54","3","539"
"13813","9/30/11 9:22","4","1366.86"
"13814","9/8/11 13:48","2","1579.12"
"13815","6/20/11 13:08","4","4027.36"
"13816","11/16/11 8:38","2","571.67"
"13817","12/23/10 11:46","2","382.98"
"13819","2/3/11 14:01","3","1140.35"
"13821","7/18/11 9:49","2","385.64"
"13822","12/4/11 12:13","2","632"
"13823","9/9/11 10:42","2","957.66"
"13824","7/27/11 9:22","5","1698.94"
"13826","6/16/11 13:48","1","189.5"
"13827","7/29/11 11:45","3","412.05"
"13828","11/17/11 16:02","1","209.49"
"13831","9/13/11 9:07","6","2202.99"
"13832","11/20/11 15:36","1","52.2"
"13833","7/3/11 13:27","1","384.8"
"13835","7/7/11 15:16","4","834.57"
"13837","5/12/11 12:10","2","271.24"
"13838","8/14/11 10:52","4","691.73"
"13841","4/1/11 12:10","1","85"
"13842","9/28/11 14:56","9","3385.62"
"13844","11/28/11 13:21","1","361.62"
"13845","10/6/11 8:25","1","312.98"
"13846","4/11/11 15:03","3","865.06"
"13848","9/8/11 12:58","3","1255"
"13849","6/22/11 10:11","2","1537.95"
"13850","8/2/11 14:04","1","1595.48"
"13851","9/5/11 12:36","3","2651.46"
"13853","10/13/11 14:18","1","1090.14"
"13854","9/8/11 14:35","25","8109.52"
"13856","6/9/11 8:45","3","388.5"
"13858","10/13/11 16:17","1","216.17"
"13859","1/17/11 16:14","1","201.16"
"13860","9/14/11 9:27","5","1245.9"
"13862","9/28/11 9:15","8","2209.36"
"13863","4/6/11 10:20","1","305.78"
"13865","7/26/11 11:24","4","501.56"
"13866","9/26/11 14:54","1","145.67"
"13867","9/26/11 12:23","3","1015.29"
"13868","12/2/11 16:32","2","3192.54"
"13869","8/8/11 13:53","4","3104.95"
"13870","8/30/11 11:32","8","2770.94"
"13871","9/8/11 12:51","13","6403.25"
"13873","8/12/11 10:08","3","389.6"
"13874","12/16/10 18:20","1","540.45"
"13875","7/29/11 9:11","5","1786.79"
"13876","10/7/11 10:22","1","122.7"
"13877","9/14/11 15:49","1","117.24"
"13878","10/16/11 12:19","1","1281.53"
"13880","9/13/11 9:49","13","3219.77"
"13881","9/5/11 11:43","20","17159.52"
"13882","12/7/11 11:16","5","1191.13"
"13883","5/5/11 12:39","5","2674.48"
"13884","9/11/11 13:58","5","787.6"
"13885","6/3/11 15:07","2","506.8"
"13886","9/29/11 13:17","1","243.56"
"13887","5/19/11 17:22","1","349.55"
"13888","8/12/11 10:13","2","605.63"
"13889","9/8/11 9:13","1","416.9"
"13890","8/24/11 13:12","10","1883.81"
"13892","4/7/11 12:04","4","632.97"
"13893","2/15/11 11:30","1","821.1"
"13894","2/2/11 12:54","3","564.62"
"13895","7/19/11 14:03","4","2593.07"
"13897","10/20/11 14:30","1","311.16"
"13898","1/18/11 10:28","1","155.93"
"13899","3/10/11 9:30","2","388.52"
"13900","6/9/11 19:26","3","740.95"
"13901","9/28/11 14:48","5","2867.2"
"13904","2/18/11 11:18","2","332.64"
"13908","9/21/11 11:49","4","2369.55"
"13911","7/18/11 13:30","9","2580.91"
"13914","11/3/11 16:28","2","626.45"
"13917","6/1/11 12:46","2","272.04"
"13918","3/31/11 18:05","2","1212.84"
"13919","8/10/11 10:15","2","384.81"
"13922","12/23/10 10:38","1","172.25"
"13923","10/17/11 12:33","1","351.13"
"13924","9/28/11 15:07","6","1838.85"
"13925","9/8/11 12:47","4","678.25"
"13926","11/16/11 13:16","1","223.85"
"13927","9/26/11 12:00","1","348.99"
"13928","8/25/11 12:13","4","464.57"
"13929","6/23/11 15:26","2","842.65"
"13930","7/26/11 11:00","2","337.34"
"13931","9/5/11 10:12","2","1237.53"
"13932","2/18/11 12:02","1","307.4"
"13933","8/22/11 14:03","2","608.79"
"13934","3/21/11 8:39","1","922.1"
"13936","6/13/11 8:47","1","376.58"
"13937","6/23/11 16:35","1","158.85"
"13938","11/4/11 14:37","1","71.66"
"13939","8/23/11 11:53","3","568.55"
"13940","8/15/11 12:47","4","839.14"
"13941","9/11/11 12:00","5","5112.96"
"13946","9/21/11 13:33","3","561.57"
"13947","10/5/11 14:42","1","90.6"
"13948","12/14/10 10:18","1","102"
"13949","9/6/11 11:55","6","2427.32"
"13950","9/27/11 14:52","4","745.06"
"13951","6/16/11 16:43","3","674.45"
"13952","5/6/11 9:00","2","3251.07"
"13953","8/16/11 10:03","7","3515.68"
"13954","9/30/11 10:52","2","439.92"
"13955","7/8/11 17:19","2","322.96"
"13956","7/24/11 16:12","5","1026.42"
"13959","9/21/11 15:06","3","598.2"
"13960","9/29/11 12:39","2","230.22"
"13962","4/8/11 11:21","2","169.55"
"13963","2/4/11 14:43","4","664.54"
"13967","7/17/11 12:02","1","80.7"
"13969","8/4/11 16:31","18","9053.94"
"13971","8/25/11 14:23","8","2758.26"
"13972","9/30/11 11:54","2","190.25"
"13973","2/25/11 15:21","1","264.7"
"13974","10/21/11 14:41","1","413.59"
"13975","8/3/11 13:39","6","2526.28"
"13976","5/17/11 9:13","1","357.98"
"13978","11/25/11 11:36","2","196.79"
"13979","9/27/11 13:32","1","869.87"
"13980","10/10/11 13:34","1","200.14"
"13982","6/29/11 15:11","4","1871.81"
"13983","9/12/11 11:41","12","2603.43"
"13984","8/5/11 14:30","5","920.51"
"13985","9/29/11 8:53","15","7060.13"
"13986","11/22/11 15:00","1","320.46"
"13988","9/28/11 10:54","6","4147.96"
"13989","4/14/11 15:39","2","1266.08"
"13990","5/10/11 15:19","1","311.3"
"13991","9/25/11 13:47","6","855.97"
"13992","11/9/11 15:23","1","76.8"
"13993","9/11/11 12:16","9","3466.36"
"13994","9/23/11 10:17","6","2313.14"
"13995","8/16/11 9:00","5","1393.69"
"13999","9/5/11 11:19","12","3901.81"
"14000","5/12/11 16:50","1","635.66"
"14001","4/21/11 9:26","3","2043.08"
"14002","7/6/11 14:59","2","529.73"
"14004","9/22/11 12:42","7","4582.64"
"14005","9/25/11 11:29","5","2874.72"
"14006","8/16/11 9:39","3","962.19"
"14009","5/25/11 15:47","2","695.61"
"14012","3/7/11 12:26","1","328.8"
"14013","8/21/11 15:01","3","473.02"
"14014","9/23/11 13:18","1","505.18"
"14015","10/18/11 10:02","1","917.34"
"14016","7/1/11 11:29","4","4341.21"
"14019","9/2/11 12:51","3","1421.61"
"14020","9/12/11 15:32","2","642.8"
"14021","7/7/11 15:46","3","631.9"
"14022","4/28/11 14:39","1","440"
"14023","4/3/11 15:50","2","584.07"
"14024","8/7/11 13:31","2","327.7"
"14027","10/10/11 9:01","1","104.82"
"14029","7/18/11 16:57","2","467.66"
"14030","9/11/11 15:52","8","2360.09"
"14031","9/26/11 17:20","19","17286.86"
"14032","9/13/11 14:51","11","2975.59"
"14034","7/5/11 13:15","3","651.82"
"14035","8/24/11 13:15","5","1428.02"
"14036","2/28/11 9:26","1","626.65"
"14037","6/16/11 13:57","2","147.2"
"14038","9/22/11 13:37","3","1560.38"
"14039","11/6/11 13:48","1","152.2"
"14040","9/6/11 14:29","12","3614.92"
"14041","3/18/11 13:25","1","141.41"
"14044","8/28/11 14:39","4","652.82"
"14045","8/22/11 15:27","4","1659.75"
"14046","2/28/11 14:48","1","154.99"
"14047","9/27/11 14:08","5","1308.61"
"14048","2/7/11 14:53","1","409.93"
"14049","7/4/11 11:47","4","5681.72"
"14050","8/25/11 13:46","2","746.36"
"14051","9/9/11 10:16","23","15610.39"
"14052","11/20/11 12:30","1","225.36"
"14053","8/7/11 14:27","2","260.25"
"14054","10/5/11 15:49","1","92.46"
"14055","8/25/11 15:04","1","725.64"
"14056","9/16/11 16:25","23","8214.65"
"14057","9/11/11 14:58","17","6217.96"
"14059","3/18/11 10:06","1","183.6"
"14060","9/21/11 13:01","19","6140.42"
"14062","9/9/11 10:31","12","10464.85"
"14064","8/18/11 18:11","5","1353.74"
"14066","3/18/11 12:21","1","152.55"
"14067","9/4/11 12:00","2","374.7"
"14068","1/23/11 16:02","1","265.85"
"14071","3/24/11 13:28","8","1438.82"
"14073","11/7/11 15:49","1","151.04"
"14075","3/23/11 16:35","3","942.26"
"14076","8/2/11 15:19","1","122.47"
"14077","9/22/11 13:44","5","499.42"
"14078","8/30/11 12:16","6","1049.37"
"14079","8/7/11 12:10","1","375.1"
"14080","11/7/11 11:09","1","45.6"
"14081","2/10/11 16:17","2","934.52"
"14082","12/10/10 11:02","1","182.25"
"14083","8/5/11 14:31","9","1018.43"
"14085","7/21/11 13:48","18","4448.54"
"14087","12/7/11 12:41","1","194.42"
"14088","8/3/11 11:21","13","50491.81"
"14089","10/14/11 10:38","1","161"
"14090","1/19/11 10:51","1","76.32"
"14092","9/1/11 10:36","14","4076.91"
"14093","11/27/11 16:27","1","442.85"
"14096","9/9/11 15:17","17","65164.79"
"14098","11/3/11 10:13","1","147.35"
"14099","8/11/11 15:34","11","3104.17"
"14100","7/25/11 11:01","1","194.9"
"14101","9/27/11 12:28","6","5976.79"
"14102","12/4/11 15:38","5","1360.28"
"14104","7/8/11 12:50","2","216.21"
"14105","4/14/11 17:58","1","1266.23"
"14107","9/4/11 15:20","7","2703.23"
"14108","8/30/11 11:32","2","597.91"
"14109","9/28/11 10:18","1","144.2"
"14110","9/14/11 14:28","12","5683.15"
"14111","9/5/11 12:21","4","692.85"
"14112","8/1/11 12:16","7","2915.15"
"14113","9/22/11 16:46","4","1840.42"
"14114","3/11/11 9:42","2","386.53"
"14116","9/8/11 9:51","5","1382.74"
"14117","7/19/11 9:49","1","90"
