customer_id,last_purchase,frequency,monetary,recency,R,F,M,RFM_Score
13736,2011-03-24 13:04:00,2,731.9,259,1,2,2,122
13737,2011-05-23 16:32:00,1,339.6,199,1,1,1,111
13739,2011-11-21 13:35:00,1,216.9,17,3,1,1,311
13740,2011-04-13 10:32:00,1,350.75,240,1,1,1,111
13741,2011-09-29 09:19:00,3,668.43,71,3,2,2,322
13742,2011-09-11 11:24:00,12,3131.02,89,2,3,3,233
13743,2011-09-12 12:19:00,7,1341.6,87,2,3,3,233
13744,2011-09-05 15:19:00,2,1156.36,94,2,2,2,222
13745,2011-06-30 16:43:00,1,300.04,161,1,1,1,111
13747,2010-12-01 10:37:00,1,79.6,373,1,1,1,111
13748,2011-09-05 09:45:00,5,948.25,95,2,3,2,232
13750,2011-07-22 14:39:00,5,1647.26,139,2,3,3,233
13751,2011-02-24 15:56:00,1,296.25,287,1,1,1,111
13752,2011-08-07 14:16:00,6,1186.28,123,2,3,2,232
13753,2011-02-25 12:48:00,1,741.26,286,1,1,2,112
13754,2011-07-11 11:51:00,2,282.6,151,2,2,1,221
13755,2011-12-06 12:26:00,9,2161.35,2,3,3,3,333
13756,2011-09-07 13:19:00,14,5189.52,92,2,3,3,233
13758,2011-05-22 15:12:00,7,3190.55,200,1,3,3,133
13759,2011-09-29 15:40:00,2,659.41,70,3,2,2,322
13760,2011-03-28 12:52:00,2,286.79,255,1,2,1,121
13761,2011-06-13 08:43:00,2,1070.65,179,1,2,2,122
13762,2011-05-05 09:15:00,1,306.72,218,1,1,1,111
13763,2011-10-07 15:13:00,1,1714.96,62,3,1,3,313
13764,2011-09-30 12:03:00,3,1521.76,70,3,2,3,323
13767,2011-09-20 09:54:00,37,17220.36,80,3,3,3,333
13769,2011-09-08 13:55:00,10,2796.51,91,2,3,3,233
13771,2011-05-24 12:57:00,4,2634.45,198,1,3,3,133
13772,2011-09-04 11:22:00,3,1132.13,96,2,2,2,222
13774,2011-09-19 12:06:00,1,345.0,81,3,1,1,311
13777,2011-09-23 09:14:00,33,25977.16,77,3,3,3,333
13778,2011-08-28 15:25:00,1,178.7,102,2,1,1,211
13780,2011-06-22 11:43:00,2,360.01,170,1,2,1,121
13781,2011-04-03 12:08:00,1,127.84,250,1,1,1,111
13782,2011-08-07 12:21:00,6,912.0,123,2,3,2,232
13784,2011-09-06 12:27:00,11,2462.79,93,2,3,3,233
13786,2010-12-07 13:53:00,1,230.4,366,1,1,1,111
13787,2011-09-25 12:06:00,2,309.04,75,3,2,1,321
13790,2011-12-05 15:48:00,1,348.8,3,3,1,1,311
13791,2011-08-04 11:44:00,2,1516.0,127,2,2,3,223
13792,2011-02-25 14:03:00,2,195.55,286,1,2,1,121
13798,2011-09-07 15:34:00,57,37153.85,92,2,3,3,233
13799,2011-08-15 12:07:00,2,688.86,116,2,2,2,222
13800,2011-02-03 12:27:00,1,558.32,308,1,1,2,112
13801,2011-10-04 10:15:00,1,324.8,66,3,1,1,311
13802,2011-07-24 10:54:00,3,4599.42,138,2,2,3,223
13803,2011-03-29 12:57:00,1,277.07,254,1,1,1,111
13804,2011-09-04 10:59:00,7,2635.79,96,2,3,3,233
13805,2011-08-02 15:29:00,2,924.6,128,2,2,2,222
13806,2011-10-07 11:43:00,1,256.38,63,3,1,1,311
13807,2010-12-07 15:48:00,1,112.6,366,1,1,1,111
13808,2011-09-07 12:10:00,5,1747.66,93,2,3,3,233
13809,2011-02-07 13:15:00,1,155.05,304,1,1,1,111
13810,2011-11-11 08:33:00,3,1499.01,28,3,2,3,323
13811,2011-06-09 09:54:00,3,814.5,183,1,2,2,122
13812,2011-08-26 12:54:00,3,539.0,104,2,2,2,222
13813,2011-09-30 09:22:00,4,1366.86,70,3,3,3,333
13814,2011-09-08 13:48:00,2,1579.12,91,2,2,3,223
13815,2011-06-20 13:08:00,4,4027.36,171,1,3,3,133
13816,2011-11-16 08:38:00,2,571.67,23,3,2,2,322
13817,2010-12-23 11:46:00,2,382.98,351,1,2,1,121
13819,2011-02-03 14:01:00,3,1140.35,308,1,2,2,122
13821,2011-07-18 09:49:00,2,385.64,144,2,2,1,221
13822,2011-12-04 12:13:00,2,632.0,5,3,2,2,322
13823,2011-09-09 10:42:00,2,957.66,91,2,2,2,222
13824,2011-07-27 09:22:00,5,1698.94,135,2,3,3,233
13826,2011-06-16 13:48:00,1,189.5,175,1,1,1,111
13827,2011-07-29 11:45:00,3,412.05,133,2,2,2,222
13828,2011-11-17 16:02:00,1,209.49,21,3,1,1,311
13831,2011-09-13 09:07:00,6,2202.99,87,2,3,3,233
13832,2011-11-20 15:36:00,1,52.2,18,3,1,1,311
13833,2011-07-03 13:27:00,1,384.8,158,1,1,1,111
13835,2011-07-07 15:16:00,4,834.57,154,2,3,2,232
13837,2011-05-12 12:10:00,2,271.24,211,1,2,1,121
13838,2011-08-14 10:52:00,4,691.73,117,2,3,2,232
13841,2011-04-01 12:10:00,1,85.0,252,1,1,1,111
13842,2011-09-28 14:56:00,9,3385.62,71,3,3,3,333
13844,2011-11-28 13:21:00,1,361.62,10,3,1,1,311
13845,2011-10-06 08:25:00,1,312.98,64,3,1,1,311
13846,2011-04-11 15:03:00,3,865.06,241,1,2,2,122
13848,2011-09-08 12:58:00,3,1255.0,91,2,2,3,223
13849,2011-06-22 10:11:00,2,1537.95,170,1,2,3,123
13850,2011-08-02 14:04:00,1,1595.48,128,2,1,3,213
13851,2011-09-05 12:36:00,3,2651.46,94,2,2,3,223
13853,2011-10-13 14:18:00,1,1090.14,56,3,1,2,312
13854,2011-09-08 14:35:00,25,8109.52,91,2,3,3,233
13856,2011-06-09 08:45:00,3,388.5,183,1,2,1,121
13858,2011-10-13 16:17:00,1,216.17,56,3,1,1,311
13859,2011-01-17 16:14:00,1,201.16,325,1,1,1,111
13860,2011-09-14 09:27:00,5,1245.9,86,2,3,3,233
13862,2011-09-28 09:15:00,8,2209.36,72,3,3,3,333
13863,2011-04-06 10:20:00,1,305.78,247,1,1,1,111
13865,2011-07-26 11:24:00,4,501.56,136,2,3,2,232
13866,2011-09-26 14:54:00,1,145.67,73,3,1,1,311
13867,2011-09-26 12:23:00,3,1015.29,73,3,2,2,322
13868,2011-12-02 16:32:00,2,3192.54,6,3,2,3,323
13869,2011-08-08 13:53:00,4,3104.95,122,2,3,3,233
13870,2011-08-30 11:32:00,8,2770.94,101,2,3,3,233
13871,2011-09-08 12:51:00,13,6403.25,91,2,3,3,233
13873,2011-08-12 10:08:00,3,389.6,119,2,2,2,222
13874,2010-12-16 18:20:00,1,540.45,357,1,1,2,112
13875,2011-07-29 09:11:00,5,1786.79,133,2,3,3,233
13876,2011-10-07 10:22:00,1,122.7,63,3,1,1,311
13877,2011-09-14 15:49:00,1,117.24,85,2,1,1,211
13878,2011-10-16 12:19:00,1,1281.53,53,3,1,3,313
13880,2011-09-13 09:49:00,13,3219.77,87,2,3,3,233
13881,2011-09-05 11:43:00,20,17159.52,95,2,3,3,233
13882,2011-12-07 11:16:00,5,1191.13,2,3,3,2,332
13883,2011-05-05 12:39:00,5,2674.48,217,1,3,3,133
13884,2011-09-11 13:58:00,5,787.6,88,2,3,2,232
13885,2011-06-03 15:07:00,2,506.8,188,1,2,2,122
13886,2011-09-29 13:17:00,1,243.56,70,3,1,1,311
13887,2011-05-19 17:22:00,1,349.55,203,1,1,1,111
13888,2011-08-12 10:13:00,2,605.63,119,2,2,2,222
13889,2011-09-08 09:13:00,1,416.9,92,2,1,2,212
13890,2011-08-24 13:12:00,10,1883.81,106,2,3,3,233
13892,2011-04-07 12:04:00,4,632.97,246,1,3,2,132
13893,2011-02-15 11:30:00,1,821.1,297,1,1,2,112
13894,2011-02-02 12:54:00,3,564.62,309,1,2,2,122
13895,2011-07-19 14:03:00,4,2593.07,142,2,3,3,233
13897,2011-10-20 14:30:00,1,311.16,49,3,1,1,311
13898,2011-01-18 10:28:00,1,155.93,325,1,1,1,111
13899,2011-03-10 09:30:00,2,388.52,274,1,2,1,121
13900,2011-06-09 19:26:00,3,740.95,182,1,2,2,122
13901,2011-09-28 14:48:00,5,2867.2,71,3,3,3,333
13904,2011-02-18 11:18:00,2,332.64,294,1,2,1,121
13908,2011-09-21 11:49:00,4,2369.55,79,3,3,3,333
13911,2011-07-18 13:30:00,9,2580.91,143,2,3,3,233
13914,2011-11-03 16:28:00,2,626.45,35,3,2,2,322
13917,2011-06-01 12:46:00,2,272.04,190,1,2,1,121
13918,2011-03-31 18:05:00,2,1212.84,252,1,2,3,123
13919,2011-08-10 10:15:00,2,384.81,121,2,2,1,221
13922,2010-12-23 10:38:00,1,172.25,351,1,1,1,111
13923,2011-10-17 12:33:00,1,351.13,52,3,1,1,311
13924,2011-09-28 15:07:00,6,1838.85,71,3,3,3,333
13925,2011-09-08 12:47:00,4,678.25,91,2,3,2,232
13926,2011-11-16 13:16:00,1,223.85,22,3,1,1,311
13927,2011-09-26 12:00:00,1,348.99,74,3,1,1,311
13928,2011-08-25 12:13:00,4,464.57,106,2,3,2,232
13929,2011-06-23 15:26:00,2,842.65,168,1,2,2,122
13930,2011-07-26 11:00:00,2,337.34,136,2,2,1,221
13931,2011-09-05 10:12:00,2,1237.53,95,2,2,3,223
13932,2011-02-18 12:02:00,1,307.4,294,1,1,1,111
13933,2011-08-22 14:03:00,2,608.79,108,2,2,2,222
13934,2011-03-21 08:39:00,1,922.1,263,1,1,2,112
13936,2011-06-13 08:47:00,1,376.58,179,1,1,1,111
13937,2011-06-23 16:35:00,1,158.85,168,1,1,1,111
13938,2011-11-04 14:37:00,1,71.66,34,3,1,1,311
13939,2011-08-23 11:53:00,3,568.55,108,2,2,2,222
13940,2011-08-15 12:47:00,4,839.14,115,2,3,2,232
13941,2011-09-11 12:00:00,5,5112.96,89,2,3,3,233
13946,2011-09-21 13:33:00,3,561.57,78,3,2,2,322
13947,2011-10-05 14:42:00,1,90.6,64,3,1,1,311
13948,2010-12-14 10:18:00,1,102.0,360,1,1,1,111
13949,2011-09-06 11:55:00,6,2427.32,94,2,3,3,233
13950,2011-09-27 14:52:00,4,745.06,72,3,3,2,332
13951,2011-06-16 16:43:00,3,674.45,175,1,2,2,122
13952,2011-05-06 09:00:00,2,3251.07,217,1,2,3,123
13953,2011-08-16 10:03:00,7,3515.68,115,2,3,3,233
13954,2011-09-30 10:52:00,2,439.92,70,3,2,2,322
13955,2011-07-08 17:19:00,2,322.96,153,2,2,1,221
13956,2011-07-24 16:12:00,5,1026.42,137,2,3,2,232
13959,2011-09-21 15:06:00,3,598.2,78,3,2,2,322
13960,2011-09-29 12:39:00,2,230.22,70,3,2,1,321
13962,2011-04-08 11:21:00,2,169.55,245,1,2,1,121
13963,2011-02-04 14:43:00,4,664.54,307,1,3,2,132
13967,2011-07-17 12:02:00,1,80.7,145,2,1,1,211
13969,2011-08-04 16:31:00,18,9053.94,126,2,3,3,233
13971,2011-08-25 14:23:00,8,2758.26,105,2,3,3,233
13972,2011-09-30 11:54:00,2,190.25,70,3,2,1,321
13973,2011-02-25 15:21:00,1,264.7,286,1,1,1,111
13974,2011-10-21 14:41:00,1,413.59,48,3,1,2,312
13975,2011-08-03 13:39:00,6,2526.28,127,2,3,3,233
13976,2011-05-17 09:13:00,1,357.98,206,1,1,1,111
13978,2011-11-25 11:36:00,2,196.79,14,3,2,1,321
13979,2011-09-27 13:32:00,1,869.87,72,3,1,2,312
13980,2011-10-10 13:34:00,1,200.14,59,3,1,1,311
13982,2011-06-29 15:11:00,4,1871.81,162,1,3,3,133
13983,2011-09-12 11:41:00,12,2603.43,88,2,3,3,233
13984,2011-08-05 14:30:00,5,920.51,125,2,3,2,232
13985,2011-09-29 08:53:00,15,7060.13,71,3,3,3,333
13986,2011-11-22 15:00:00,1,320.46,16,3,1,1,311
13988,2011-09-28 10:54:00,6,4147.96,72,3,3,3,333
13989,2011-04-14 15:39:00,2,1266.08,238,1,2,3,123
13990,2011-05-10 15:19:00,1,311.3,212,1,1,1,111
13991,2011-09-25 13:47:00,6,855.97,74,3,3,2,332
13992,2011-11-09 15:23:00,1,76.8,29,3,1,1,311
13993,2011-09-11 12:16:00,9,3466.36,89,2,3,3,233
13994,2011-09-23 10:17:00,6,2313.14,77,3,3,3,333
13995,2011-08-16 09:00:00,5,1393.69,115,2,3,3,233
13999,2011-09-05 11:19:00,12,3901.81,95,2,3,3,233
14000,2011-05-12 16:50:00,1,635.66,210,1,1,2,112
14001,2011-04-21 09:26:00,3,2043.08,232,1,2,3,123
14002,2011-07-06 14:59:00,2,529.73,155,2,2,2,222
14004,2011-09-22 12:42:00,7,4582.64,77,3,3,3,333
14005,2011-09-25 11:29:00,5,2874.72,75,3,3,3,333
14006,2011-08-16 09:39:00,3,962.19,115,2,2,2,222
14009,2011-05-25 15:47:00,2,695.61,197,1,2,2,122
14012,2011-03-07 12:26:00,1,328.8,276,1,1,1,111
14013,2011-08-21 15:01:00,3,473.02,109,2,2,2,222
14014,2011-09-23 13:18:00,1,505.18,76,3,1,2,312
14015,2011-10-18 10:02:00,1,917.34,52,3,1,2,312
14016,2011-07-01 11:29:00,4,4341.21,161,1,3,3,133
14019,2011-09-02 12:51:00,3,1421.61,97,2,2,3,223
14020,2011-09-12 15:32:00,2,642.8,87,2,2,2,222
14021,2011-07-07 15:46:00,3,631.9,154,2,2,2,222
14022,2011-04-28 14:39:00,1,440.0,224,1,1,2,112
14023,2011-04-03 15:50:00,2,584.07,249,1,2,2,122
14024,2011-08-07 13:31:00,2,327.7,123,2,2,1,221
14027,2011-10-10 09:01:00,1,104.82,60,3,1,1,311
14029,2011-07-18 16:57:00,2,467.66,143,2,2,2,222
14030,2011-09-11 15:52:00,8,2360.09,88,2,3,3,233
14031,2011-09-26 17:20:00,19,17286.86,73,3,3,3,333
14032,2011-09-13 14:51:00,11,2975.59,86,2,3,3,233
14034,2011-07-05 13:15:00,3,651.82,156,2,2,2,222
14035,2011-08-24 13:15:00,5,1428.02,106,2,3,3,233
14036,2011-02-28 09:26:00,1,626.65,284,1,1,2,112
14037,2011-06-16 13:57:00,2,147.2,175,1,2,1,121
14038,2011-09-22 13:37:00,3,1560.38,77,3,2,3,323
14039,2011-11-06 13:48:00,1,152.2,32,3,1,1,311
14040,2011-09-06 14:29:00,12,3614.92,93,2,3,3,233
14041,2011-03-18 13:25:00,1,141.41,265,1,1,1,111
14044,2011-08-28 14:39:00,4,652.82,102,2,3,2,232
14045,2011-08-22 15:27:00,4,1659.75,108,2,3,3,233
14046,2011-02-28 14:48:00,1,154.99,283,1,1,1,111
14047,2011-09-27 14:08:00,5,1308.61,72,3,3,3,333
14048,2011-02-07 14:53:00,1,409.93,304,1,1,2,112
14049,2011-07-04 11:47:00,4,5681.72,158,1,3,3,133
14050,2011-08-25 13:46:00,2,746.36,105,2,2,2,222
14051,2011-09-09 10:16:00,23,15610.39,91,2,3,3,233
14052,2011-11-20 12:30:00,1,225.36,18,3,1,1,311
14053,2011-08-07 14:27:00,2,260.25,123,2,2,1,221
14054,2011-10-05 15:49:00,1,92.46,64,3,1,1,311
14055,2011-08-25 15:04:00,1,725.64,105,2,1,2,212
14056,2011-09-16 16:25:00,23,8214.65,83,3,3,3,333
14057,2011-09-11 14:58:00,17,6217.96,88,2,3,3,233
14059,2011-03-18 10:06:00,1,183.6,266,1,1,1,111
14060,2011-09-21 13:01:00,19,6140.42,78,3,3,3,333
14062,2011-09-09 10:31:00,12,10464.85,91,2,3,3,233
14064,2011-08-18 18:11:00,5,1353.74,112,2,3,3,233
14066,2011-03-18 12:21:00,1,152.55,265,1,1,1,111
14067,2011-09-04 12:00:00,2,374.7,96,2,2,1,221
14068,2011-01-23 16:02:00,1,265.85,319,1,1,1,111
14071,2011-03-24 13:28:00,8,1438.82,259,1,3,3,133
14073,2011-11-07 15:49:00,1,151.04,31,3,1,1,311
14075,2011-03-23 16:35:00,3,942.26,260,1,2,2,122
14076,2011-08-02 15:19:00,1,122.47,128,2,1,1,211
14077,2011-09-22 13:44:00,5,499.42,77,3,3,2,332
14078,2011-08-30 12:16:00,6,1049.37,101,2,3,2,232
14079,2011-08-07 12:10:00,1,375.1,124,2,1,1,211
14080,2011-11-07 11:09:00,1,45.6,32,3,1,1,311
14081,2011-02-10 16:17:00,2,934.52,301,1,2,2,122
14082,2010-12-10 11:02:00,1,182.25,364,1,1,1,111
14083,2011-08-05 14:31:00,9,1018.43,125,2,3,2,232
14085,2011-07-21 13:48:00,18,4448.54,140,2,3,3,233
14087,2011-12-07 12:41:00,1,194.42,1,3,1,1,311
14088,2011-08-03 11:21:00,13,50491.81,128,2,3,3,233
14089,2011-10-14 10:38:00,1,161.0,56,3,1,1,311
14090,2011-01-19 10:51:00,1,76.32,324,1,1,1,111
14092,2011-09-01 10:36:00,14,4076.91,99,2,3,3,233
14093,2011-11-27 16:27:00,1,442.85,11,3,1,2,312
14096,2011-09-09 15:17:00,17,65164.79,90,2,3,3,233
14098,2011-11-03 10:13:00,1,147.35,36,3,1,1,311
14099,2011-08-11 15:34:00,11,3104.17,119,2,3,3,233
14100,2011-07-25 11:01:00,1,194.9,137,2,1,1,211
14101,2011-09-27 12:28:00,6,5976.79,72,3,3,3,333
14102,2011-12-04 15:38:00,5,1360.28,4,3,3,3,333
14104,2011-07-08 12:50:00,2,216.21,153,2,2,1,221
14105,2011-04-14 17:58:00,1,1266.23,238,1,1,3,113
14107,2011-09-04 15:20:00,7,2703.23,95,2,3,3,233
14108,2011-08-30 11:32:00,2,597.91,101,2,2,2,222
14109,2011-09-28 10:18:00,1,144.2,72,3,1,1,311
14110,2011-09-14 14:28:00,12,5683.15,85,2,3,3,233
14111,2011-09-05 12:21:00,4,692.85,94,2,3,2,232
14112,2011-08-01 12:16:00,7,2915.15,130,2,3,3,233
14113,2011-09-22 16:46:00,4,1840.42,77,3,3,3,333
14114,2011-03-11 09:42:00,2,386.53,273,1,2,1,121
14116,2011-09-08 09:51:00,5,1382.74,92,2,3,3,233
14117,2011-07-19 09:49:00,1,90.0,143,2,1,1,211
14121,2011-12-06 12:19:00,4,2780.15,2,3,3,3,333
14124,2011-09-16 13:32:00,1,419.58,83,3,1,2,312
14125,2011-09-22 15:40:00,3,2740.43,77,3,2,3,323
14126,2011-12-02 11:45:00,3,706.13,7,3,2,2,322
14127,2011-08-09 10:49:00,3,709.71,122,2,2,2,222
14128,2011-03-29 10:49:00,2,637.5,255,1,2,2,122
14129,2011-09-05 09:49:00,5,1123.86,95,2,3,2,232
14130,2011-01-24 16:05:00,1,483.86,318,1,1,2,112
14132,2011-09-13 14:30:00,11,3586.03,86,2,3,3,233
14133,2011-08-02 11:34:00,3,605.64,129,2,2,2,222
14135,2011-09-25 11:36:00,15,4690.31,75,3,3,3,333
14138,2011-12-08 12:44:00,2,982.38,0,3,2,2,322
14139,2011-10-24 13:34:00,1,415.82,45,3,1,2,312
14140,2011-12-06 09:05:00,2,935.05,3,3,2,2,322
14141,2011-09-27 11:38:00,4,915.13,73,3,3,2,332
14142,2010-12-01 16:33:00,1,311.81,372,1,1,1,111
14143,2011-07-29 09:48:00,1,115.8,133,2,1,1,211
14145,2011-07-06 11:52:00,4,3742.2,156,2,3,3,233
14146,2011-09-19 15:01:00,5,4191.0,80,3,3,3,333
14147,2011-09-22 18:10:00,2,483.4,77,3,2,2,322
14148,2011-04-20 12:02:00,1,157.2,233,1,1,1,111
14149,2011-05-03 09:44:00,1,446.62,220,1,1,2,112
14150,2010-12-15 10:04:00,2,658.64,359,1,2,2,122
14152,2011-09-25 12:54:00,2,621.29,74,3,2,2,322
14154,2011-04-14 16:26:00,2,1345.62,238,1,2,3,123
14155,2011-03-18 14:13:00,1,118.75,265,1,1,1,111
14156,2011-09-07 16:00:00,55,117379.63,92,2,3,3,233
14157,2011-02-27 13:04:00,2,432.88,284,1,2,2,122
14158,2011-10-30 15:08:00,1,507.66,39,3,1,2,312
14159,2011-09-05 12:00:00,11,4693.01,95,2,3,3,233
14161,2011-05-08 11:41:00,3,1110.52,215,1,2,2,122
14162,2011-06-19 11:36:00,2,289.36,173,1,2,1,121
14163,2011-09-13 15:18:00,4,2445.91,86,2,3,3,233
14164,2011-09-30 12:24:00,2,1631.77,69,3,2,3,323
14165,2011-03-09 12:39:00,1,122.54,274,1,1,1,111
14167,2011-06-27 16:46:00,4,574.84,164,1,3,2,132
14171,2011-09-02 16:43:00,1,363.79,97,2,1,1,211
14173,2011-05-04 14:03:00,4,450.84,218,1,3,2,132
14174,2011-11-06 13:17:00,1,134.46,32,3,1,1,311
14175,2011-06-21 14:29:00,3,3222.3,170,1,2,3,123
14176,2011-02-15 13:12:00,4,576.9,296,1,3,2,132
14177,2011-09-05 12:24:00,4,559.41,94,2,3,2,232
14178,2011-09-02 14:42:00,7,1620.93,97,2,3,3,233
14179,2011-10-30 12:07:00,2,719.78,40,3,2,2,322
14180,2011-09-09 13:47:00,25,4748.52,90,2,3,3,233
14184,2011-10-04 12:43:00,1,452.89,65,3,1,2,312
14185,2011-01-12 13:52:00,1,197.65,330,1,1,1,111
14188,2011-09-29 12:15:00,6,2054.36,71,3,3,3,333
14189,2011-09-04 13:45:00,15,4654.08,95,2,3,3,233
14191,2011-09-20 09:24:00,13,4684.76,80,3,3,3,333
14193,2011-03-15 11:38:00,2,853.39,269,1,2,2,122
14194,2011-09-25 12:32:00,21,11349.52,74,3,3,3,333
14195,2011-05-22 10:29:00,2,1012.0,201,1,2,2,122
14196,2011-08-25 10:25:00,1,335.52,106,2,1,1,211
14198,2011-09-14 11:25:00,4,701.4,86,2,3,2,232
14199,2011-05-05 13:44:00,1,185.4,217,1,1,1,111
14201,2011-09-20 10:47:00,7,747.44,80,3,3,2,332
14204,2011-12-07 13:38:00,1,161.03,1,3,1,1,311
14205,2011-03-20 15:07:00,2,466.7,263,1,2,2,122
14206,2011-04-14 16:38:00,1,328.16,238,1,1,1,111
14208,2011-09-06 12:48:00,1,151.74,93,2,1,1,211
14209,2011-08-10 16:01:00,6,2073.43,120,2,3,3,233
14210,2011-08-26 12:36:00,6,1905.84,104,2,3,3,233
14211,2011-09-04 10:51:00,9,2241.1,96,2,3,3,233
14212,2011-09-11 12:45:00,1,1070.48,88,2,1,2,212
14214,2011-07-06 15:02:00,5,1004.38,155,2,3,2,232
14215,2011-09-23 10:44:00,6,1789.72,77,3,3,3,333
14216,2011-12-06 14:56:00,4,1839.3,2,3,3,3,333
14217,2011-09-26 15:47:00,17,2004.98,73,3,3,3,333
14218,2011-10-28 10:00:00,1,169.48,42,3,1,1,311
14219,2011-12-05 16:23:00,1,89.94,3,3,1,1,311
14220,2011-04-06 13:23:00,2,632.4,246,1,2,2,122
14221,2011-09-20 12:21:00,9,3432.8,79,3,3,3,333
14222,2011-06-15 16:42:00,1,683.17,176,1,1,2,112
14223,2011-09-08 13:38:00,3,991.13,91,2,2,2,222
14224,2011-08-21 13:24:00,4,1050.12,109,2,3,2,232
14226,2011-09-30 11:45:00,5,2232.19,70,3,3,3,333
14227,2011-09-15 11:33:00,10,3350.96,85,2,3,3,233
14229,2011-02-21 09:45:00,3,1547.2,291,1,2,3,123
14231,2011-06-09 11:05:00,3,925.71,183,1,2,2,122
14232,2011-08-16 12:52:00,5,2048.07,114,2,3,3,233
14233,2011-05-12 10:45:00,4,1462.72,211,1,3,3,133
14234,2011-11-09 15:42:00,4,775.46,29,3,3,2,332
14235,2011-09-25 14:37:00,5,3144.86,74,3,3,3,333
14236,2011-09-20 09:13:00,2,490.86,80,3,2,2,322
14237,2010-12-01 13:20:00,1,161.0,372,1,1,1,111
14238,2011-01-17 14:40:00,1,146.85,325,1,1,1,111
14239,2011-09-06 12:38:00,11,2380.85,93,2,3,3,233
14240,2011-04-28 11:40:00,2,890.34,225,1,2,2,122
14241,2011-06-09 11:46:00,1,213.7,183,1,1,1,111
14242,2011-04-19 11:46:00,2,280.55,234,1,2,1,121
14243,2011-09-05 13:10:00,10,2588.77,94,2,3,3,233
14245,2011-05-04 08:40:00,2,1693.45,219,1,2,3,123
14246,2011-08-21 11:50:00,3,1474.06,110,2,2,3,223
14247,2011-03-06 15:21:00,1,136.77,277,1,1,1,111
14248,2011-01-25 14:45:00,1,302.58,317,1,1,1,111
14250,2011-09-11 13:44:00,3,1904.05,88,2,2,3,223
14251,2011-12-08 08:32:00,5,2879.7,1,3,3,3,333
14256,2011-03-24 13:17:00,2,969.06,259,1,2,2,122
14257,2011-08-08 15:35:00,5,3099.72,122,2,3,3,233
14258,2011-09-11 10:42:00,9,12669.98,89,2,3,3,233
14259,2011-07-21 10:44:00,1,120.0,141,2,1,1,211
14261,2011-09-22 10:47:00,2,1163.45,78,3,2,2,322
14262,2011-09-16 14:55:00,8,2618.23,83,3,3,3,333
14264,2011-07-08 10:20:00,2,333.97,154,2,2,1,221
14265,2011-08-22 13:32:00,2,530.18,108,2,2,2,222
14267,2011-06-30 10:09:00,3,1516.24,162,1,2,3,123
14270,2011-01-12 09:33:00,1,492.65,331,1,1,2,112
14271,2011-04-28 12:47:00,1,112.32,224,1,1,1,111
14272,2011-09-27 10:08:00,2,437.96,73,3,2,2,322
14273,2011-07-26 14:56:00,4,559.97,135,2,3,2,232
14276,2011-09-02 09:45:00,3,1119.74,98,2,2,2,222
14277,2011-05-11 13:20:00,3,4216.2,211,1,2,3,123
14280,2011-05-27 10:37:00,1,134.04,196,1,1,1,111
14282,2011-09-19 14:55:00,15,3729.34,80,3,3,3,333
14284,2011-09-14 13:04:00,2,595.25,85,2,2,2,222
14285,2011-09-25 11:38:00,4,1910.01,75,3,3,3,333
14286,2011-04-11 08:16:00,3,4628.75,242,1,2,3,123
14287,2011-05-25 11:44:00,3,176.63,198,1,2,1,121
14288,2011-05-10 13:22:00,1,426.6,212,1,1,2,112
14289,2011-07-28 10:24:00,6,911.26,134,2,3,2,232
14290,2011-09-19 14:38:00,5,2314.65,80,3,3,3,333
14291,2011-08-11 10:55:00,11,3883.25,120,2,3,3,233
14292,2011-09-12 12:51:00,9,4871.93,87,2,3,3,233
14293,2011-07-15 15:28:00,4,1046.56,146,2,3,2,232
14295,2011-10-30 15:50:00,1,166.2,39,3,1,1,311
14297,2011-03-10 08:31:00,4,1305.33,274,1,3,3,133
14298,2011-09-28 13:32:00,44,51527.3,71,3,3,3,333
14299,2011-09-22 12:06:00,9,3965.62,78,3,3,3,333
14300,2011-11-21 08:57:00,1,43.2,18,3,1,1,311
14301,2011-08-14 15:33:00,1,640.14,116,2,1,2,212
14304,2011-05-01 11:50:00,1,383.45,222,1,1,1,111
14305,2011-09-29 15:29:00,3,1858.96,70,3,2,3,323
14306,2011-09-15 10:31:00,2,2093.32,85,2,2,3,223
14307,2011-09-12 09:38:00,6,2995.72,88,2,3,3,233
14309,2011-09-07 12:50:00,9,2352.53,92,2,3,3,233
14311,2011-04-11 10:14:00,1,310.26,242,1,1,1,111
14312,2011-09-09 13:14:00,6,1611.59,90,2,3,3,233
14314,2011-08-25 10:39:00,1,120.0,106,2,1,1,211
14315,2011-08-02 13:31:00,6,2481.13,128,2,3,3,233
14317,2011-10-06 10:44:00,1,508.58,64,3,1,2,312
14320,2011-05-17 09:24:00,2,477.79,206,1,2,2,122
14321,2011-09-27 09:24:00,5,1530.75,73,3,3,3,333
14323,2011-08-17 11:37:00,2,605.06,114,2,2,2,222
14326,2011-04-11 15:04:00,1,183.85,241,1,1,1,111
14327,2011-06-29 13:58:00,1,311.65,162,1,1,1,111
14329,2011-08-23 12:18:00,7,5014.84,107,2,3,3,233
14331,2011-08-07 13:17:00,2,462.66,123,2,2,2,222
14332,2011-07-15 10:33:00,3,866.31,147,2,2,2,222
14333,2011-10-03 10:38:00,1,415.2,67,3,1,2,312
14334,2011-09-07 10:55:00,8,2552.21,93,2,3,3,233
